filepath,title,year
"Documents/The history of the campaign of 1796 in Germany and Italy_ Translated from the French_ ___ 1800_ Vol 5   %1800.txt","The history of the campaign of 1796 in Germany and Italy_ Translated from the French_ ___ 1800_ Vol 5   ",1800
"Documents/The history of the Church of Christ_ By the late Rev_ Joseph Milner_ Second edition of volume I_ Revised and corrected by the Rev_ Isaac Milner_ 1800   %1800.txt","The history of the Church of Christ_ By the late Rev_ Joseph Milner_ Second edition of volume I_ Revised and corrected by the Rev_ Isaac Milner_ 1800   ",1800
"Documents/The history of the Emperor Manalay_ and his virtuous wife_ a story taken from ancient history_ 1800   %1800.txt","The history of the Emperor Manalay_ and his virtuous wife_ a story taken from ancient history_ 1800   ",1800
"Documents/The history of the giants_ Containing their barbarous treatment of kings_ queens_ princesses_ ___ 1800   %1800.txt","The history of the giants_ Containing their barbarous treatment of kings_ queens_ princesses_ ___ 1800   ",1800
"Documents/The history of the Helvetic confederacy_ in two volumes ___ 1800_ Vol 1   %1800.txt","The history of the Helvetic confederacy_ in two volumes ___ 1800_ Vol 1   ",1800
"Documents/The history of the Helvetic confederacy_ in two volumes ___ 1800_ Vol 2   %1800.txt","The history of the Helvetic confederacy_ in two volumes ___ 1800_ Vol 2   ",1800
"Documents/The history of the life and death of fair Rosamond_ concubine to King Henry II_ ___ 1800   %1800.txt","The history of the life and death of fair Rosamond_ concubine to King Henry II_ ___ 1800   ",1800
"Documents/The history of the reign of the Emperor Charles V_ With a view of the progress of society in Europe_ from the subversion of the Roman Empire_ to the b  %1800.txt","The history of the reign of the Emperor Charles V_ With a view of the progress of society in Europe_ from the subversion of the Roman Empire_ to the b  ",1800
"Documents/The History of the Saints; or_ an expose of Joe Smith and Mormonism_ 1842   %1842.txt","The History of the Saints; or_ an expose of Joe Smith and Mormonism_ 1842   ",1842
"Documents/The history of the sleeping beauty in the wood_ An oriental tale_ 1800   %1800.txt","The history of the sleeping beauty in the wood_ An oriental tale_ 1800   ",1800
"Documents/The history of the two children in the wood_ 1800   %1800.txt","The history of the two children in the wood_ 1800   ",1800
"Documents/The history of the United States of America_ by Richard Hildreth ____  v_1_   %1863.txt","The history of the United States of America_ by Richard Hildreth ____  v_1_   ",1863
"Documents/The history of the world_ a general history of all nations in all times_ by Charles von Rotteck ____  v_1_   %1883.txt","The history of the world_ a general history of all nations in all times_ by Charles von Rotteck ____  v_1_   ",1883
"Documents/The history of the world_ from the earliest period to the year of our Lord 1783_ with particular reference to the affairs of Europe and her colonies_   %1842.txt","The history of the world_ from the earliest period to the year of our Lord 1783_ with particular reference to the affairs of Europe and her colonies_   ",1842
"Documents/The history of Tom White_ the postilion_ 1800_ Vol 1   %1800.txt","The history of Tom White_ the postilion_ 1800_ Vol 1   ",1800
"Documents/The history of Tom White_ the postilion_ 1800_ Vol 2   %1800.txt","The history of Tom White_ the postilion_ 1800_ Vol 2   ",1800
"Documents/The History Teacher 2012 - 2013_ Vol 46 Index   %2012.txt","The History Teacher 2012 - 2013_ Vol 46 Index   ",2012
"Documents/The History Teacher's Magazine 1910-01_ Vol 1 Iss 5   %1910.txt","The History Teacher's Magazine 1910-01_ Vol 1 Iss 5   ",1910
"Documents/The History Teacher's Magazine 1910-05_ Vol 1 Iss 9   %1910.txt","The History Teacher's Magazine 1910-05_ Vol 1 Iss 9   ",1910
"Documents/The History Teacher's Magazine 1910-10_ Vol 2 Iss 2   %1910.txt","The History Teacher's Magazine 1910-10_ Vol 2 Iss 2   ",1910
"Documents/The History Teacher's Magazine 1912-03_ Vol 3 Iss 7   %1912.txt","The History Teacher's Magazine 1912-03_ Vol 3 Iss 7   ",1912
"Documents/The History Teacher's Magazine 1913-01_ Vol 4 Iss 1   %1913.txt","The History Teacher's Magazine 1913-01_ Vol 4 Iss 1   ",1913
"Documents/The History Teacher's Magazine 1913-02_ Vol 4 Iss 2   %1913.txt","The History Teacher's Magazine 1913-02_ Vol 4 Iss 2   ",1913
"Documents/The History Teacher's Magazine 1913-11_ Vol 5 Iss 3   %1913.txt","The History Teacher's Magazine 1913-11_ Vol 5 Iss 3   ",1913
"Documents/The History Teacher's Magazine 1914-06_ Vol 5 Iss 6   %1914.txt","The History Teacher's Magazine 1914-06_ Vol 5 Iss 6   ",1914
"Documents/The History Teacher's Magazine 1914-12_ Vol 5 Iss 10   %1914.txt","The History Teacher's Magazine 1914-12_ Vol 5 Iss 10   ",1914
"Documents/The History Teacher's Magazine 1916-01_ Vol 7 Iss 5   %1916.txt","The History Teacher's Magazine 1916-01_ Vol 7 Iss 5   ",1916
"Documents/The History Teacher's Magazine 1922-01_ Vol 13 Iss 1   %1922.txt","The History Teacher's Magazine 1922-01_ Vol 13 Iss 1   ",1922
"Documents/The History Teacher's Magazine 1923-01_ Vol 14 Iss 1   %1923.txt","The History Teacher's Magazine 1923-01_ Vol 14 Iss 1   ",1923
"Documents/The History Teacher's Magazine 1923-12_ Vol 14 Iss 9   %1923.txt","The History Teacher's Magazine 1923-12_ Vol 14 Iss 9   ",1923
"Documents/The History Teacher's Magazine January-December 1914_ Vol 5 Index   %1914.txt","The History Teacher's Magazine January-December 1914_ Vol 5 Index   ",1914
"Documents/The History Teacher's Magazine January-December 1926_ Vol 17 Index   %1926.txt","The History Teacher's Magazine January-December 1926_ Vol 17 Index   ",1926
"Documents/The hive_ or_ the songster's miscellany_ Being a selection of the latest and most approved songs_ duets_ _c_ 1800   %1800.txt","The hive_ or_ the songster's miscellany_ Being a selection of the latest and most approved songs_ duets_ _c_ 1800   ",1800
"Documents/The House of history_ the third storey; later modern history   %1931.txt","The House of history_ the third storey; later modern history   ",1931
"Documents/The Human achievement_ teacher's guide and resource manual   %1967.txt","The Human achievement_ teacher's guide and resource manual   ",1967
"Documents/The Impact of 1918 on Bulgaria (1-10) - George Ungureanu   %2020.txt","The Impact of 1918 on Bulgaria (1-10) - George Ungureanu   ",2020
"Documents/The Index of current events_ 1889 being an index to the dates of the principal events throughout the world which have attracted public attention durin  %1889.txt","The Index of current events_ 1889 being an index to the dates of the principal events throughout the world which have attracted public attention durin  ",1889
"Documents/The Indian Economic and Social History Review 1982_ Vol 18 Index   %1982.txt","The Indian Economic and Social History Review 1982_ Vol 18 Index   ",1982
"Documents/The influence of history on individual and national action_  _   %1868.txt","The influence of history on individual and national action_  _   ",1868
"Documents/The Intellectual Observer 1862 - 1863_ Vol 2 Table of Contents   %1862.txt","The Intellectual Observer 1862 - 1863_ Vol 2 Table of Contents   ",1862
"Documents/The Intellectual Observer 1863-01_ Vol 2 Iss 6   %1863.txt","The Intellectual Observer 1863-01_ Vol 2 Iss 6   ",1863
"Documents/The Intellectual Observer 1863-12_ Vol 4 Iss 5   %1863.txt","The Intellectual Observer 1863-12_ Vol 4 Iss 5   ",1863
"Documents/The Intellectual Observer 1863_ Vol 3 Table of Contents   %1863.txt","The Intellectual Observer 1863_ Vol 3 Table of Contents   ",1863
"Documents/The Intellectual Observer 1864-05_ Vol 5 Iss 4   %1864.txt","The Intellectual Observer 1864-05_ Vol 5 Iss 4   ",1864
"Documents/The Intellectual Observer 1864-08_ Vol 6 Iss 1   %1864.txt","The Intellectual Observer 1864-08_ Vol 6 Iss 1   ",1864
"Documents/The Intellectual Observer 1864-12_ Vol 6 Iss 5   %1864.txt","The Intellectual Observer 1864-12_ Vol 6 Iss 5   ",1864
"Documents/The Intellectual Observer 1865_ Vol 7 Table of Contents   %1865.txt","The Intellectual Observer 1865_ Vol 7 Table of Contents   ",1865
"Documents/The Intellectual Observer 1866_ Vol 9 Table of Contents   %1866.txt","The Intellectual Observer 1866_ Vol 9 Table of Contents   ",1866
"Documents/The Intellectual Observer 1867-06_ Vol 11 Iss 5   %1867.txt","The Intellectual Observer 1867-06_ Vol 11 Iss 5   ",1867
"Documents/The introductory address of the Historical Society of the University of North Carolina _ delivered in the University Chapel_ June 5th_ 1844 _ by L_ Si  %1844.txt","The introductory address of the Historical Society of the University of North Carolina _ delivered in the University Chapel_ June 5th_ 1844 _ by L_ Si  ",1844
"Documents/The James Sprunt studies in history and political science_  v_1_   %1900.txt","The James Sprunt studies in history and political science_  v_1_   ",1900
"Documents/The Journal of African History 1964_ Vol 5 Index   %1964.txt","The Journal of African History 1964_ Vol 5 Index   ",1964
"Documents/The Journal of American History 1988 - 1989_ Vol 75 Index _ Table of Contents   %1988.txt","The Journal of American History 1988 - 1989_ Vol 75 Index _ Table of Contents   ",1988
"Documents/The Journal of Arizona History 1965_ Vol 6 Index   %1965.txt","The Journal of Arizona History 1965_ Vol 6 Index   ",1965
"Documents/The Journal of Arizona History 1968_ Vol 9 Index   %1968.txt","The Journal of Arizona History 1968_ Vol 9 Index   ",1968
"Documents/The Journal of Arizona History 1982_ Vol 23 Index   %1982.txt","The Journal of Arizona History 1982_ Vol 23 Index   ",1982
"Documents/The Journal of Arizona History 2011_ Vol 52 Table of Contents   %2011.txt","The Journal of Arizona History 2011_ Vol 52 Table of Contents   ",2011
"Documents/The Journal of Ecclesiastical History 1951_ Vol 2   %1951.txt","The Journal of Ecclesiastical History 1951_ Vol 2   ",1951
"Documents/The Journal of Economic History 1943_ Vol 3 Index   %1943.txt","The Journal of Economic History 1943_ Vol 3 Index   ",1943
"Documents/The Journal of Economic History 1949_ Vol 9 Index   %1949.txt","The Journal of Economic History 1949_ Vol 9 Index   ",1949
"Documents/The Journal of Economic History 1951_ Vol 11 Index   %1951.txt","The Journal of Economic History 1951_ Vol 11 Index   ",1951
"Documents/The Journal of Economic History 1960-06_ Vol 20 Iss 2   %1960.txt","The Journal of Economic History 1960-06_ Vol 20 Iss 2   ",1960
"Documents/The Journal of Economic History 1960-09_ Vol 20 Iss 3   %1960.txt","The Journal of Economic History 1960-09_ Vol 20 Iss 3   ",1960
"Documents/The Journal of Economic History 1961_ Vol 21 Index   %1961.txt","The Journal of Economic History 1961_ Vol 21 Index   ",1961
"Documents/The Journal of Economic History 1962_ Vol 22 Index   %1962.txt","The Journal of Economic History 1962_ Vol 22 Index   ",1962
"Documents/The Journal of Economic History 1997_ Vol 57 Table of Contents   %1997.txt","The Journal of Economic History 1997_ Vol 57 Table of Contents   ",1997
"Documents/The Journal of Economic History 2006_ Vol 66 Index _ Table of Contents   %2006.txt","The Journal of Economic History 2006_ Vol 66 Index _ Table of Contents   ",2006
"Documents/The Journal of Economic History Spring 1953_ Vol 13 Iss 2   %1953.txt","The Journal of Economic History Spring 1953_ Vol 13 Iss 2   ",1953
"Documents/The Journal of Interdisciplinary History 2004 - 2005_ Vol 35 Table of Contents   %2004.txt","The Journal of Interdisciplinary History 2004 - 2005_ Vol 35 Table of Contents   ",2004
"Documents/The Journal of Modern History 1930-12_ Vol 2 Iss 4   %1930.txt","The Journal of Modern History 1930-12_ Vol 2 Iss 4   ",1930
"Documents/The Journal of Modern History 1951_ Vol 23 Index   %1951.txt","The Journal of Modern History 1951_ Vol 23 Index   ",1951
"Documents/The Journal of Modern History 1998_ Vol 70 Table of Contents   %1998.txt","The Journal of Modern History 1998_ Vol 70 Table of Contents   ",1998
"Documents/The Journal of Modern History March-December 1929_ Vol 1 Index   %1929.txt","The Journal of Modern History March-December 1929_ Vol 1 Index   ",1929
"Documents/The Journal of Modern History March-December 1931_ Vol 3 Table of Contents   %1931.txt","The Journal of Modern History March-December 1931_ Vol 3 Table of Contents   ",1931
"Documents/The Journal of Modern History March-December 1934_ Vol 6 Table of Contents   %1934.txt","The Journal of Modern History March-December 1934_ Vol 6 Table of Contents   ",1934
"Documents/The Journal of Modern History March-December 1945_ Vol 17 Index   %1945.txt","The Journal of Modern History March-December 1945_ Vol 17 Index   ",1945
"Documents/The Journal of Modern History March-December 1953_ Vol 25 Table of Contents   %1953.txt","The Journal of Modern History March-December 1953_ Vol 25 Table of Contents   ",1953
"Documents/The Journal of Modern History March-December 1954_ Vol 26 Table of Contents   %1954.txt","The Journal of Modern History March-December 1954_ Vol 26 Table of Contents   ",1954
